Motif Number,C11,C21,C31,C41,C12,C22,C32,C42,C13,C23,C33,C43,C14,C24,C34,C44,x_o,y1_o,y2_o,z_o,T,T1,min_alpha,max_alpha,min_kappa,max_kappa,basal_e,t_duration,n_sampling,max_s,eta_t3
507,0,-1,0,-1,0,0,1,1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
508,0,-1,0,-1,0,0,1,1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
509,0,-1,0,-1,0,0,1,1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
510,0,-1,0,-1,0,0,1,1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
511,0,-1,0,-1,0,0,1,1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
512,0,-1,0,-1,0,0,1,1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
513,0,-1,0,-1,0,0,1,1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
514,0,-1,0,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
515,0,-1,0,-1,0,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
516,0,-1,0,-1,0,0,1,1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
517,0,-1,0,-1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
518,0,-1,0,-1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
519,0,-1,0,-1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
520,0,-1,0,-1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
521,0,-1,0,-1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
522,0,-1,0,-1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
523,0,-1,0,-1,0,0,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
524,0,-1,0,-1,0,0,1,1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
525,0,-1,0,-1,0,0,1,1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
526,0,-1,0,-1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
527,0,-1,0,-1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
528,0,-1,0,-1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
529,0,-1,0,-1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
530,0,-1,0,-1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
531,0,-1,0,-1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
532,0,-1,0,-1,1,0,1,-1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
533,0,-1,0,-1,1,0,1,-1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
534,0,-1,0,-1,1,0,1,-1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
535,0,-1,0,-1,1,0,1,-1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
536,0,-1,0,-1,1,0,1,-1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
537,0,-1,0,-1,1,0,1,-1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
538,0,-1,0,-1,1,0,1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
539,0,-1,0,-1,1,0,1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
540,0,-1,0,-1,1,0,1,-1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
541,0,-1,0,-1,1,0,1,-1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
542,0,-1,0,-1,1,0,1,-1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
543,0,-1,0,-1,1,0,1,-1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
544,0,-1,0,-1,1,0,1,-1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
545,0,-1,0,-1,1,0,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
546,0,-1,0,-1,1,0,1,-1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
547,0,-1,0,-1,1,0,1,-1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
548,0,-1,0,-1,1,0,1,-1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
549,0,-1,0,-1,1,0,1,-1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
550,0,-1,0,-1,1,0,1,-1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
551,0,-1,0,-1,1,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
552,0,-1,0,-1,1,0,1,-1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
553,0,-1,0,-1,1,0,1,-1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
554,0,-1,0,-1,1,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
555,0,-1,0,-1,1,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
556,0,-1,0,-1,1,0,1,-1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
557,0,-1,0,-1,1,0,1,-1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
558,0,-1,0,-1,1,0,1,-1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
559,0,-1,0,-1,1,0,1,0,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
560,0,-1,0,-1,1,0,1,0,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
561,0,-1,0,-1,1,0,1,0,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
562,0,-1,0,-1,1,0,1,0,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
563,0,-1,0,-1,1,0,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
564,0,-1,0,-1,1,0,1,0,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
565,0,-1,0,-1,1,0,1,0,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
566,0,-1,0,-1,1,0,1,0,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
567,0,-1,0,-1,1,0,1,0,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
568,0,-1,0,-1,1,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
569,0,-1,0,-1,1,0,1,0,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
570,0,-1,0,-1,1,0,1,0,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
571,0,-1,0,-1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
572,0,-1,0,-1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
573,0,-1,0,-1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
574,0,-1,0,-1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
575,0,-1,0,-1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
576,0,-1,0,-1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
577,0,-1,0,-1,1,0,1,0,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
578,0,-1,0,-1,1,0,1,0,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
579,0,-1,0,-1,1,0,1,0,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
580,0,-1,0,-1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
581,0,-1,0,-1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
582,0,-1,0,-1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
583,0,-1,0,-1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
584,0,-1,0,-1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
585,0,-1,0,-1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
586,0,-1,0,-1,1,0,1,1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
587,0,-1,0,-1,1,0,1,1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
588,0,-1,0,-1,1,0,1,1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
589,0,-1,0,-1,1,0,1,1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
590,0,-1,0,-1,1,0,1,1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
591,0,-1,0,-1,1,0,1,1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
592,0,-1,0,-1,1,0,1,1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
593,0,-1,0,-1,1,0,1,1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
594,0,-1,0,-1,1,0,1,1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
595,0,-1,0,-1,1,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
596,0,-1,0,-1,1,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
597,0,-1,0,-1,1,0,1,1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
598,0,-1,0,-1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
599,0,-1,0,-1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
600,0,-1,0,-1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
601,0,-1,0,-1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
602,0,-1,0,-1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
603,0,-1,0,-1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
604,0,-1,0,-1,1,0,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
605,0,-1,0,-1,1,0,1,1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
606,0,-1,0,-1,1,0,1,1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
607,0,-1,0,-1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
608,0,-1,0,-1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
609,0,-1,0,-1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
610,0,-1,0,-1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
611,0,-1,0,-1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
612,0,-1,0,-1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
613,0,-1,0,0,-1,0,1,-1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
614,0,-1,0,0,-1,0,1,-1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
615,0,-1,0,0,-1,0,1,-1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
616,0,-1,0,0,-1,0,1,-1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
617,0,-1,0,0,-1,0,1,-1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
618,0,-1,0,0,-1,0,1,-1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
619,0,-1,0,0,-1,0,1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
620,0,-1,0,0,-1,0,1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
621,0,-1,0,0,-1,0,1,-1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
622,0,-1,0,0,-1,0,1,-1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
623,0,-1,0,0,-1,0,1,-1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
624,0,-1,0,0,-1,0,1,-1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
625,0,-1,0,0,-1,0,1,-1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
626,0,-1,0,0,-1,0,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
627,0,-1,0,0,-1,0,1,-1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
628,0,-1,0,0,-1,0,1,-1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
629,0,-1,0,0,-1,0,1,-1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
630,0,-1,0,0,-1,0,1,-1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
631,0,-1,0,0,-1,0,1,-1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
632,0,-1,0,0,-1,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
633,0,-1,0,0,-1,0,1,-1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
634,0,-1,0,0,-1,0,1,-1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
635,0,-1,0,0,-1,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
636,0,-1,0,0,-1,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
637,0,-1,0,0,-1,0,1,-1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
638,0,-1,0,0,-1,0,1,-1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
639,0,-1,0,0,-1,0,1,-1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
640,0,-1,0,0,-1,0,1,0,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
641,0,-1,0,0,-1,0,1,0,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
642,0,-1,0,0,-1,0,1,0,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
643,0,-1,0,0,-1,0,1,0,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
644,0,-1,0,0,-1,0,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
645,0,-1,0,0,-1,0,1,0,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
646,0,-1,0,0,-1,0,1,0,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
647,0,-1,0,0,-1,0,1,0,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
648,0,-1,0,0,-1,0,1,0,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
649,0,-1,0,0,-1,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
650,0,-1,0,0,-1,0,1,0,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
651,0,-1,0,0,-1,0,1,0,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
652,0,-1,0,0,-1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
653,0,-1,0,0,-1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
654,0,-1,0,0,-1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
655,0,-1,0,0,-1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
656,0,-1,0,0,-1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
657,0,-1,0,0,-1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
658,0,-1,0,0,-1,0,1,0,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
659,0,-1,0,0,-1,0,1,0,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
660,0,-1,0,0,-1,0,1,0,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
661,0,-1,0,0,-1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
662,0,-1,0,0,-1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
663,0,-1,0,0,-1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
664,0,-1,0,0,-1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
665,0,-1,0,0,-1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
666,0,-1,0,0,-1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
667,0,-1,0,0,-1,0,1,1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
668,0,-1,0,0,-1,0,1,1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
669,0,-1,0,0,-1,0,1,1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
670,0,-1,0,0,-1,0,1,1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
671,0,-1,0,0,-1,0,1,1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
672,0,-1,0,0,-1,0,1,1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
673,0,-1,0,0,-1,0,1,1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
674,0,-1,0,0,-1,0,1,1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
675,0,-1,0,0,-1,0,1,1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
676,0,-1,0,0,-1,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
677,0,-1,0,0,-1,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
678,0,-1,0,0,-1,0,1,1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
679,0,-1,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
680,0,-1,0,0,-1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
681,0,-1,0,0,-1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
682,0,-1,0,0,-1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
683,0,-1,0,0,-1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
684,0,-1,0,0,-1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
685,0,-1,0,0,-1,0,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
686,0,-1,0,0,-1,0,1,1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
